课程名称,课程代码,课程类别,授课语言,计分方式,学分,上课信息,容量/已选,开课学院
西方音乐简史,GEM067,通识选修课-美育类,英文,十三级制,2.0,"1-16周,星期二第1-2节 智华楼406",25/5,艺术中心
钢琴作品赏析,GEM068,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期一第1-2节 智华楼406",20/9,艺术中心
钢琴作品赏析,GEM068,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期一第3-4节 智华楼406",20/3,艺术中心
钢琴作品赏析,GEM068,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期二第3-4节 智华楼406",20/4,艺术中心
国画实训,GEM070,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期三第5-8节 二教203A艺术中心教室",15/2,艺术中心
朗诵实训,GEM071,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期一第7-10节 荔园7栋102",15/0,艺术中心
歌唱实训,GEM072,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期二第9-10节 荔园7栋102; 1-16周,星期三第9-10节 荔园7栋102",12/2,艺术中心
钢琴演奏实训,GEM073,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期三第1-4节 二教201艺术教室",12/3,艺术中心
钢琴演奏实训,GEM073,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期一第5-8节 荔园1栋102",15/3,艺术中心
中外影视音乐赏析,GEM074,通识选修课-美育类,中文,十三级制,2.0,"1-16周,星期二第5-6节 二教201艺术教室",20/1,艺术中心
研究方法导论,HEC003,通识选修课-社科类,双语,十三级制,2.0,"1-16周,星期三第5-6节 智华楼112",40/2,高等教育研究中心
教育社会学导论,HEC015,通识选修课-社科类,双语,十三级制,2.0,"1-16周,星期二第5-6节 智华楼210",52/5,高等教育研究中心
跨文化教育,HEC024,通识选修课-社科类,双语,十三级制,2.0,"1-16周,星期五第3-4节 智华楼406",30/2,高等教育研究中心
科幻：从小说到电影,HUM014,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期二第9-10节 一教107",150/31,人文科学中心
走近《一千零一夜》,HUM024,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期三第3-4节 智华楼205",50/17,人文科学中心
阿拉伯世界的1500年,HUM045,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期三第5-6节 智华楼210",80/13,人文科学中心
语音学,HUM046,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期五第5-6节 一教107",150/23,人文科学中心
中国哲学导论,HUM053,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期一第7-8节 智华楼210",60/2,人文科学中心
中国哲学导论,HUM053,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期一第9-10节 智华楼210",60/4,人文科学中心
中国哲学导论,HUM053,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期三第7-8节 智华楼210",60/2,人文科学中心
生态思想视野下的电影,HUM056,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期三第5-6节 智华楼407",30/3,人文科学中心
西方文学经典导读,HUM078,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期三第3-4节 智华楼210",75/19,人文科学中心
中华经典导读,HUM079,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期五第3-4节 智华楼108",150/14,人文科学中心
中国古典文学经典选读,HUM083,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期三第9-10节 智华楼205",60/3,人文科学中心
中国古典文学经典选读,HUM083,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期四第3-4节 智华楼205",60/1,人文科学中心
中国古典文学经典选读,HUM083,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期四第9-10节 智华楼205",60/1,人文科学中心
唐宋诗赏析,HUM085,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期二第7-8节 智华楼205",60/0,人文科学中心
唐宋诗赏析,HUM085,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期二第9-10节 智华楼205",60/1,人文科学中心
唐宋诗赏析,HUM085,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期三第7-8节 商学院103",60/0,人文科学中心
西方政治哲学导论,HUM087,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期二第7-8节 智华楼210",60/1,人文科学中心
西方政治哲学导论,HUM087,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期二第9-10节 智华楼210",60/6,人文科学中心
西方政治哲学导论,HUM087,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期三第9-10节 智华楼210",60/1,人文科学中心
中国当代小说选讲,HUM088,通识选修课-人文类,中文,二级制,2.0,"1-16周,星期四第3-4节 智华楼201",30/11,人文科学中心
人工智能的科学哲学基础,HUM089,通识选修课-人文类,中文,十三级制,2.0,"1-16周,星期五第9-10节 智华楼106",150/42,人文科学中心
创业思维与实践,INO5013,专业选修课,中文,等级制,2.0,"1-3,5,9-16周,星期一第7-8节 智华楼104; 4,6-8周,星期一第7-8节 智华楼104",80/0,创新创业学院
创新创业大讲堂1,INO5017,专业选修课,中文,二级制,1.0,"1-15单周,星期五第7-8节 会议中心圆形会议厅（4楼）",190/1,创新创业学院
创业管理,INO5031,专业选修课,中文,等级制,2.0,"1-16周,星期二第3-4节 一教323",70/0,创新创业学院
实验DIY：发现力学之美,MAE101,通识选修课-专业导论类,双语,二级制,2.0,"1-5周,星期五第5-8节 工学院北楼108; 6-10周,星期五第5-8节 工学院北楼108; 11-16周,星期五第5-8节 工学院北楼108",20/1,力学与航空航天工程系
飞行模拟实验,MAE102,通识选修课-专业导论类,双语,二级制,1.0,"1-16周,星期二第7-8节 工学院北楼108",12/0,力学与航空航天工程系
飞行模拟实验,MAE102,通识选修课-专业导论类,双语,二级制,1.0,"1-16周,星期四第9-10节 工学院北楼108",12/2,力学与航空航天工程系
飞行模拟实验,MAE102,通识选修课-专业导论类,双语,二级制,1.0,"1-16周,星期二第9-10节 工学院北楼108",12/3,力学与航空航天工程系
现代机械工程导论,ME113,通识选修课-专业导论类,双语,十三级制,2.0,"1-16周,星期三第5-6节 一教324",30/0,机械与能源工程系
生物医学基础,MED104,通识选修课-专业导论类,双语,十三级制,3.0,"1-16周,星期二第3-4节 一教404; 1-15单周,星期四第3-4节 一教404",40/0,医学院
全球健康概论,MED108,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期五第9-10节 一教402",30/1,医学院
大数据里的全球健康,MED117,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期五第3-4节 智华楼201",30/1,医学院
饮食与健康,MED119,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期三第9-10节 一教404",30/2,医学院
诺贝尔奖与医学,MED120,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期一第7-8节 一教402",30/1,医学院
新药的发现与应用,MED121,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期三第9-10节 一教402",30/0,医学院
舌尖上的健康,MED122,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期二第9-10节 一教403",30/1,医学院
认识我们的大脑,MED123,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期一第9-10节 一教402",30/3,医学院
生物医学文献智能检索与写作,MED125,通识选修课-专业导论类,双语,十三级制,2.0,"1-16周,星期一第5-6节 一教402",30/1,医学院
病毒与健康,MED127,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期三第9-10节 一教405",30/0,医学院
肿瘤防治与健康,MED128,通识选修课-专业导论类,双语,二级制,2.0,"1-16周,星期四第3-4节 一教402",30/0,医学院
健康数据科学导论,MED131,通识选修课-专业导论类,双语,十三级制,2.0,"1-16周,星期一第7-8节 一教405",30/0,医学院
疫苗与公共健康,MED132,通识选修课-专业导论类,双语,十三级制,2.0,"1-16周,星期一第7-8节 商学院225",30/0,医学院
材料科学进展,MSE102,通识选修课-专业导论类,双语,十三级制,1.0,"1-15单周,星期四第9-10节 商学院101",80/3,材料科学与工程系
材料科学中的AI方法导论,MSE104,通识选修课-专业导论类,双语,二级制,1.0,"2-16双周,星期四第9-10节 商学院101",60/0,材料科学与工程系
集成电路概论,SME104,通识选修课-专业导论类,双语,十三级制,2.0,"1-16周,星期三第9-10节 智华楼106",100/5,深港微电子学院
中外文化记忆研究,SS016,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期四第3-4节 智华楼210",60/0,社会科学中心暨社会科学高等研究院
影视拍摄与编辑基础,SS024,通识选修课-社科类,中文,十三级制,2.0,"1-5,8-16周,星期二第3-4节 智华楼201; 6,7周,星期二第3-4节 琳恩图书馆204媒体实验室",25/3,社会科学中心暨社会科学高等研究院
考古发现与中国历史,SS033,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期二第9-10节 智华楼208",110/2,社会科学中心暨社会科学高等研究院
城市与科技,SS082,通识选修课-社科类,英文,十三级制,2.0,"1-16周,星期三第7-8节 智华楼201",30/4,社会科学中心暨社会科学高等研究院
可持续发展导论,SS092,通识选修课-社科类,英文,十三级制,2.0,"1-16周,星期二第5-6节 智华楼305",40/0,社会科学中心暨社会科学高等研究院
考古学导论,SS109,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期三第5-6节 智华楼204",50/2,社会科学中心暨社会科学高等研究院
爱因斯坦及其所生活的世界,SS132,通识选修课-社科类,英文,十三级制,2.0,"1-16周,星期三第9-10节 商学院226",40/5,社会科学中心暨社会科学高等研究院
走近突发公共卫生事件,SS136,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期一第3-4节 商学院225",50/2,社会科学中心暨社会科学高等研究院
改变世界的流行病,SS144,通识选修课-社科类,双语,十三级制,2.0,"1-16周,星期五第3-4节 智华楼407",30/29,社会科学中心暨社会科学高等研究院
外国文学经典十六讲,SS153,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期三第3-4节 智华楼112",30/0,社会科学中心暨社会科学高等研究院
古文字与中国历史文化,SS162,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期一第7-8节 智华楼205",40/1,社会科学中心暨社会科学高等研究院
人类演化简史,SS167,通识选修课-社科类,英文,十三级制,2.0,"1-16周,星期二第5-6节 智华楼302",45/7,社会科学中心暨社会科学高等研究院
旧石器时代的艺术与符号,SS168,通识选修课-社科类,英文,十三级制,2.0,"1-16周,星期三第3-4节 智华楼302",45/2,社会科学中心暨社会科学高等研究院
交通与中国近现代社会,SS173,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期三第3-4节 智华楼104",80/1,社会科学中心暨社会科学高等研究院
影视与近代中国,SS174,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期四第3-4节 智华楼104",80/1,社会科学中心暨社会科学高等研究院
世界纪录片历史与赏析,SS176,通识选修课-社科类,中文,十三级制,2.0,"1-16周,星期二第7-8节 智华楼103",40/7,社会科学中心暨社会科学高等研究院
经济与行为,SS179,通识选修课-社科类,双语,十三级制,2.0,"1-16周,星期二第9-10节 商学院209",18/3,社会科学中心暨社会科学高等研究院
会计学原理,ACC201,专业基础课,英文,十三级制,3.0,"1-15单周,星期一第5-6节 商学院209; 1-16周,星期三第3-4节 商学院209",50/1,商学院
公司财务（财务管理）,ACC202,专业基础课,英文,十三级制,3.0,"1-16周,星期二第3-4节 商学院208; 1-15单周,星期四第3-4节 商学院208",50/0,商学院
人工智能工程实践,AI303,专业选修课,双语,二级制,3.0,"1-16周,星期六第1-2节 无地点",25/6,人工智能学院
普通生物学实验,BIO104,专业基础课,双语,十三级制,2.0,"1-4,6-10,12-16周,星期一第5-8节 慧园2栋505",20/2,生物系
普通生物学实验,BIO104,专业基础课,双语,十三级制,2.0,"1-4,6-10,12-16周,星期三第5-8节 慧园2栋509",20/2,生物系
普通生物学实验,BIO104,专业基础课,双语,十三级制,2.0,"1-3,5-10,12-16周,星期五第5-8节 慧园2栋509",20/2,生物系
生物化学I（生物大分子）,BIO201,专业基础课,英文,十三级制,3.0,"1-16周,星期一第3-4节 一教322; 2-16双周,星期三第1-2节 一教322",25/0,生物系
生物化学I（生物大分子）,BIO201,专业基础课,双语,十三级制,3.0,"1-16周,星期二第5-6节 一教322; 2-16双周,星期五第5-6节 一教322",25/4,生物系
生物化学II（新陈代谢）,BIO202,专业基础课,双语,十三级制,3.0,"1-16周,星期一第3-4节 一教305; 2-16双周,星期三第1-2节 一教305",30/10,生物系
微生物学,BIO203,专业基础课,双语,十三级制,3.0,"1-16周,星期三第3-4节 一教321; 2-16双周,星期一第1-2节 一教321",30/2,生物系
微生物学实验,BIO205,专业选修课,双语,十三级制,2.0,"1-4,6-15周,星期三第5-8节 慧园2栋505",20/1,生物系
细胞生物学,BIO206,专业核心课,英文,十三级制,3.0,"1-16周,星期二第1-2节 一教301; 1-15单周,星期四第3-4节 一教301",70/15,生物系
植物生理学,BIO207-15,专业选修课,双语,十三级制,3.0,"1-16周,星期一第7-8节 一教321; 1-15单周,星期三第9-10节 一教321",20/0,生物系
细胞生物学实验,BIO208,专业核心课,双语,十三级制,2.0,"1-4,6-10,12-16周,星期二第5-8节 慧园2栋503",20/1,生物系
细胞生物学实验,BIO208,专业核心课,双语,十三级制,2.0,"1-4,6-10,12-16周,星期三第5-8节 慧园2栋503",20/7,生物系
细胞生物学实验,BIO208,专业核心课,英文,十三级制,2.0,"1-3,5-10,12-16周,星期五第5-8节 慧园2栋503",20/6,生物系
植物生理学实验,BIO209-15,专业选修课,双语,十三级制,2.0,"1-4,6-15周,星期三第5-8节 慧园2栋507",20/0,生物系
生物统计学,BIO210,专业基础课,英文,十三级制,3.0,"1-16周,星期二第9-10节 一教305; 2-16双周,星期四第3-4节 一教305",40/2,生物系
生物心理学,BIO217,专业选修课,双语,十三级制,3.0,"1-16周,星期一第5-6节 一教324; 2-16双周,星期三第9-10节 一教324",40/7,生物系
遗传学,BIO301,专业核心课,英文,十三级制,3.0,"1-16周,星期二第7-8节 一教305; 1-15单周,星期四第1-2节 一教305",30/2,生物系
遗传学实验,BIO303,专业选修课,双语,十三级制,2.0,"1-3,5-10,12-16周,星期五第5-8节 慧园2栋505",0/0,生物系
计算生物学,BIO309,专业核心课,双语,十三级制,3.0,"1-16周,星期三第5-6节 智华楼303; 1-16周,星期三第7-8节 智华楼502机房",30/4,生物系
动物生理学,BIO311-14,专业核心课,英文,十三级制,3.0,"1-16周,星期一第7-8节 一教224; 1-15单周,星期三第1-2节 一教224",50/10,生物系
动物生理学实验,BIO313-15,专业选修课,双语,十三级制,2.0,"1-4,6-15周,星期二第5-8节 慧园2栋509",20/2,生物系
分子生物学,BIO320,专业核心课,英文,十三级制,3.0,"1-16周,星期一第3-4节 一教421; 1-15单周,星期四第7-8节 一教421",40/3,生物系
肿瘤生物学,BIO336,专业选修课,双语,十三级制,3.0,"1-16周,星期二第5-6节 一教421; 2-16双周,星期五第5-6节 一教421",20/2,生物系
生物物理学基本原理,BIO347,专业选修课,双语,十三级制,3.0,"1-16周,星期四第9-10节 一教421; 2-16双周,星期二第3-4节 一教421",20/0,生物系
基因工程学,BIO401-16,专业选修课,双语,十三级制,3.0,"1-16周,星期一第9-10节 一教322; 2-16双周,星期四第7-8节 一教322",30/0,生物系
免疫学,BIO405,专业选修课,英文,十三级制,3.0,"1-16周,星期三第3-4节 一教304; 2-16双周,星期一第1-2节 一教304",30/0,生物系
生物学综合实验和科研实践I,BIO461,实践,双语,二级制,2.0,"1周,星期五第1-2节 一教420; 1周,星期五第3-4节 二科502; 2-16周,星期五第1-4节 二科502",10/0,生命科学学院
生物学综合实验和科研实践I,BIO461,实践,双语,二级制,2.0,"1周,星期五第1-2节 一教422; 1周,星期五第3-4节 二科401; 2-16周,星期五第1-4节 二科401",10/1,生命科学学院
生物学综合实验和科研实践I,BIO461,实践,双语,二级制,2.0,"1周,星期五第1-2节 一教425; 1周,星期五第3-4节 二科302; 2-16周,星期五第1-4节 二科302",15/1,生命科学学院
生物学综合实验和科研实践I,BIO461,实践,双语,二级制,2.0,"1周,星期五第1-2节 一教424; 1周,星期五第3-4节 慧园4栋314; 2-16周,星期五第1-4节 慧园4栋314",10/1,生命科学学院
生物学综合实验和科研实践I,BIO461,实践,双语,二级制,2.0,"1周,星期五第1-2节 一教426; 1周,星期五第3-4节 慧园1栋407; 2-16周,星期五第1-4节 慧园1栋407",10/0,生命科学学院
RNA生物学及疗法,BIO5048,专业选修课,中文,等级制,3.0,"1-16周,星期二第7-8节 一教524; 2-16双周,星期三第1-2节 一教524",30/1,生命科学学院
电路原理,BMEB111,专业基础课,英文,十三级制,3.0,"1-16周,星期五第3-4节 一教406; 2-16双周,星期三第1-2节 一教406",70/2,生物医学工程系
电路原理,BMEB111,专业基础课,英文,十三级制,3.0,"1-16周,星期五第3-4节 一教306; 2-16双周,星期三第1-2节 一教306",70/6,生物医学工程系
医用材料与医疗器械,BMEB213,专业选修课,英文,十三级制,3.0,"1-15单周,星期一第9-10节 一教111; 1-16周,星期三第9-10节 一教111",100/8,生物医学工程系
生物医学材料基础,BMEB214,专业基础课,英文,十三级制,3.0,"1-15单周,星期三第5-6节 一教225; 1-16周,星期五第5-6节 一教225",30/0,生物医学工程系
工程力学基础,BMEB217,专业基础课,英文,十三级制,3.0,"1-16周,星期二第3-4节 一教301; 1-15单周,星期四第9-10节 一教301",80/4,生物医学工程系
分子细胞生物学,BMEB218,专业基础课,英文,十三级制,3.0,"1-15单周,星期一第5-6节 一教226; 1-16周,星期三第7-8节 一教226",30/7,生物医学工程系
信号和系统,BMEB220,专业基础课,英文,十三级制,3.0,"1-16周,星期二第5-6节 智华楼102; 1-16周,星期二第7-8节 智华楼508机房",80/5,生物医学工程系
定量生理学（一）,BMEB311,专业核心课,英文,十三级制,3.0,"1-16周,星期一第3-4节 一教226; 1-15单周,星期三第1-2节 一教226",45/5,生物医学工程系
定量生理学（一）,BMEB311,专业核心课,英文,十三级制,3.0,"1-16周,星期一第3-4节 一教423; 1-15单周,星期三第5-6节 一教423",45/8,生物医学工程系
医学图像处理,BMEB316,专业核心课,英文,十三级制,3.0,"1-16周,星期五第5-6节 智华楼203; 1-16周,星期五第7-8节 智华楼505机房",60/8,生物医学工程系
医学影像系统原理,BMEB317,专业核心课,英文,十三级制,3.0,"1-16周,星期三第3-4节 一教111; 2-16双周,星期一第9-10节 一教111",100/12,生物医学工程系
生物力学,BMEB318,专业核心课,英文,十三级制,3.0,"1-16周,星期二第9-10节 一教111; 2-16双周,星期四第9-10节 一教111",90/10,生物医学工程系
生物医学工程实验（一）,BMEB321,专业核心课,英文,十三级制,3.0,"1-15单周,星期一第5-8节 慧园2栋306实验室; 1-16周,星期四第5-8节 慧园2栋306实验室",25/4,生物医学工程系
生物医学工程实验（一）,BMEB321,专业核心课,英文,十三级制,3.0,"1-16周,星期五第5-8节 慧园2栋306实验室; 2-16双周,星期一第5-8节 慧园2栋306实验室",25/7,生物医学工程系
生物医学光学实验,BMEB324,专业选修课,英文,十三级制,2.0,"1-16周,星期四第1-4节 慧园2栋312",20/2,生物医学工程系
智能医学工程综合实验I,BMEB328,专业核心课,英文,十三级制,2.0,"1-16周,星期四第5-8节 慧园2栋310实验室",30/8,生物医学工程系
神经工程与脑机接口,BMEB333,专业核心课,英文,十三级制,3.0,"1-16周,星期五第3-4节 一教423; 2-16双周,星期三第5-6节 一教423",60/7,生物医学工程系
数字信号处理,BMEB335,专业选修课,英文,十三级制,3.0,"1-16周,星期四第1-2节 智华楼204; 1-16周,星期四第3-4节 智华楼508机房",60/10,生物医学工程系
化学原理实验,CH102-15,专业基础课,双语,十三级制,2.0,"1-16周,星期三第5-8节 理学院C1033",36/3,化学系
有机化学 B,CH106,专业基础课,双语,十三级制,3.0,"1-16周,星期二第3-4节 智华楼304; 2-16双周,星期四第9-10节 智华楼304",50/1,化学系
化学原理（H）,CH107,专业基础课,双语,十三级制,4.0,"1-16周,星期二第3-4节 智华楼303; 1-16周,星期四第3-4节 智华楼303",15/0,化学系
有机化学I,CH203,专业基础课,双语,十三级制,4.0,"1-16周,星期一第3-4节 智华楼113; 1-16周,星期三第1-2节 智华楼113",30/1,化学系
有机化学I,CH203,专业基础课,双语,十三级制,4.0,"1-16周,星期二第1-2节 智华楼113; 1-16周,星期四第3-4节 智华楼113",30/1,化学系
有机化学II,CH206,专业基础课,双语,十三级制,4.0,"1-16周,星期一第3-4节 智华楼306; 1-16周,星期三第1-2节 智华楼306",30/8,化学系
有机化学实验,CH208,专业基础课,双语,十三级制,2.0,"1-16周,星期二第5-8节 理学院C1027",20/6,化学系
有机化学实验,CH208,专业基础课,双语,十三级制,2.0,"1-16周,星期三第5-8节 理学院C1027",20/6,化学系
无机化学I,CH209,专业基础课,双语,十三级制,4.0,"1-16周,星期三第9-10节 智华楼103; 1-16周,星期五第3-4节 智华楼103",50/10,化学系
无机化学II,CH211,专业基础课,英文,十三级制,4.0,"1-16周,星期一第7-8节 智华楼305; 1-16周,星期三第9-10节 智华楼305",20/3,化学系
分析化学I,CH216,专业基础课,双语,十三级制,3.0,"1-16周,星期三第3-4节 智华楼204; 2-16双周,星期一第9-10节 智华楼204",60/6,化学系
分析化学II,CH218,专业基础课,英文,十三级制,3.0,"1-16周,星期二第3-4节 智华楼113; 2-16双周,星期四第1-2节 智华楼113",15/0,化学系
分析化学实验II,CH219,专业基础课,双语,十三级制,2.0,"1-16周,星期五第5-8节 理学院C1030",40/2,化学系
主族元素化学,CH221,专业选修课,双语,十三级制,4.0,"1-16周,星期二第9-10节 智华楼204; 1-16周,星期四第9-10节 智华楼204",50/6,化学系
物理化学I,CH301,专业基础课,双语,十三级制,4.0,"1-16周,星期二第3-4节 智华楼302; 1-16周,星期四第1-2节 智华楼302",30/12,化学系
物理化学II,CH302,专业基础课,双语,十三级制,4.0,"1-16周,星期二第1-2节 智华楼213; 1-16周,星期四第3-4节 智华楼213",30/5,化学系
物理化学实验,CH303,专业基础课,双语,十三级制,2.0,"1-16周,星期二第5-8节 理学院C3070",36/11,化学系
现代策略合成,CH311,专业选修课,双语,十三级制,3.0,"1-16周,星期四第9-10节 智华楼203; 2-16双周,星期二第9-10节 智华楼203",50/0,化学系
有机波谱解析,CH312,专业选修课,中文,十三级制,2.0,"1-16周,星期五第3-4节 智华楼303",30/0,化学系
不对称合成,CH314,专业选修课,双语,十三级制,3.0,"1-15单周,星期一第9-10节 智华楼304; 1-16周,星期三第3-4节 智华楼304",50/0,化学系
高分子化学,CH315,专业选修课,双语,十三级制,3.0,"1-16周,星期一第3-4节 智华楼304; 1-15单周,星期三第1-2节 智华楼304",50/1,化学系
药物化学,CH317,专业选修课,中文,十三级制,3.0,"1-15单周,星期一第5-6节 智华楼301; 1-16周,星期三第5-6节 智华楼301",50/5,化学系
高等无机化学实验,CH319,专业选修课,双语,十三级制,2.0,"1-16周,星期四第5-8节 理学院C1028",24/0,化学系
高分子化学实验,CH321,专业选修课,双语,十三级制,1.0,"2-16双周,星期四第5-8节 理学院C1027",24/0,化学系
复合材料科学与应用,CH331,专业选修课,中文,十三级制,3.0,"1-16周,星期三第7-8节 智华楼113; 2-16双周,星期一第5-6节 智华楼113",30/0,化学系
化工原理,CH403,专业核心课,双语,十三级制,3.0,"1-15单周,星期一第3-4节 商学院226; 1-16周,星期三第3-4节 商学院226",30/7,化学系
金属有机合成化学,CHE5031,专业选修课,中文,等级制,3.0,"1-16周,星期三第9-11节 智华楼202",80/0,化学系
电极过程动力学导论,CHE5048,专业选修课,英文,等级制,2.0,"1-16周,星期一第5-6节 商学院104",60/0,化学系
基础汉语 I,CLE008,通识必修课,英文,十三级制,2.0,"1-16周,星期一第1-2节 一教220; 1-16周,星期三第3-4节 一教220",28/0,语言中心
基础汉语 I,CLE008,通识必修课,英文,十三级制,2.0,"1-16周,星期一第3-4节 一教220; 1-16周,星期三第1-2节 一教220",28/0,语言中心
基础汉语 I,CLE008,通识必修课,英文,十三级制,2.0,"1-16周,星期二第3-4节 一教320; 1-16周,星期四第1-2节 一教320",28/0,语言中心
中级汉语I,CLE027,通识必修课,英文,十三级制,2.0,"1-16周,星期二第1-2节 一教220; 1-16周,星期五第1-2节 一教220",28/1,语言中心
中级汉语I,CLE027,通识必修课,英文,十三级制,2.0,"1-16周,星期二第3-4节 一教220; 1-16周,星期五第3-4节 一教220",28/1,语言中心
高级汉语I,CLE031,通识必修课,英文,十三级制,2.0,"1-16周,星期一第7-8节 一教320; 1-16周,星期四第5-6节 一教320",20/1,语言中心
中国文化,CLE033,通识必修课,英文,十三级制,2.0,"1-16周,星期二第5-6节 一教320",35/0,语言中心
中国文化,CLE033,通识必修课,英文,十三级制,2.0,"1-16周,星期五第1-2节 一教320",35/0,语言中心
工程思维方法与案例剖析,COE103,通识选修课-专业导论类,双语,十三级制,3.0,"1-16周,星期三第7-8节 慧园2栋一楼-split-主任务：1-16周,星期一第3-4节 智华楼303",50/3,工学院
离散数学,CS201,专业必修课,英文,十三级制,3.0,"1-16周,星期二第9-10节 智华楼206; 2-16双周,星期五第5-6节 智华楼206",150/4,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,十三级制,3.0,"1-16周,星期二第5-6节 智华楼505机房-split-主任务：1-16周,星期二第3-4节 智华楼108",45/5,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,十三级制,3.0,"1-16周,星期三第3-4节 智华楼506机房-split-主任务：1-16周,星期二第3-4节 智华楼108",45/7,计算机科学与工程系
数据结构与算法分析,CS203,专业必修课,英文,十三级制,3.0,"1-16周,星期三第5-6节 智华楼506机房-split-主任务：1-16周,星期二第3-4节 智华楼108",45/6,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,十三级制,3.0,"1-16周,星期二第7-8节 智华楼502机房-split-主任务：1-16周,星期二第5-6节 智华楼207",45/6,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,十三级制,3.0,"1-16周,星期三第3-4节 智华楼502机房-split-主任务：1-16周,星期二第5-6节 智华楼207",45/1,计算机科学与工程系
数字逻辑,CS207,专业必修课,英文,十三级制,3.0,"1-16周,星期三第5-6节 智华楼502机房-split-主任务：1-16周,星期二第5-6节 智华楼207",45/4,计算机科学与工程系
数据库原理（H）,CS213,专业必修课,双语,十三级制,3.0,"1-16周,星期一第7-8节 智华楼303; 1-16周,星期一第9-10节 智华楼503机房",17/0,计算机科学与工程系
离散数学（H）,CS215,专业必修课,双语,十三级制,3.0,"1-16周,星期一第5-6节 智华楼306; 2-16双周,星期三第9-10节 智华楼306",17/1,计算机科学与工程系
数据结构与算法分析（H）,CS217,专业必修课,英文,十三级制,3.0,"1-16周,星期二第7-8节 智华楼304; 1-16周,星期二第9-10节 智华楼503机房",17/3,计算机科学与工程系
计算机高级程序设计,CS219,专业选修课,双语,十三级制,3.0,"1-16周,星期四第3-4节 一教306; 1-16周,星期四第9-10节 智华楼509机房",50/9,计算机科学与工程系
应用编程与系统设计,CS221,专业选修课,双语,十三级制,3.0,"1-16周,星期三第3-4节 智华楼303; 1-16周,星期三第5-6节 智华楼507机房",45/0,计算机科学与工程系
人工智能,CS303,专业核心课,双语,十三级制,3.0,"1-16周,星期三第5-6节 智华楼503机房-split-主任务：1-16周,星期三第3-4节 一教110",30/9,计算机科学与工程系
人工智能,CS303,专业核心课,双语,十三级制,3.0,"1-16周,星期四第3-4节 智华楼503机房-split-主任务：1-16周,星期三第3-4节 一教110",30/1,计算机科学与工程系
人工智能,CS303,专业核心课,双语,十三级制,3.0,"1-16周,星期五第3-4节 智华楼503机房-split-主任务：1-16周,星期三第3-4节 一教110",30/5,计算机科学与工程系
人工智能,CS303,专业核心课,英文,十三级制,3.0,"1-16周,星期三第7-8节 智华楼504机房-split-主任务：1-16周,星期三第3-4节 商学院101",45/4,计算机科学与工程系
人工智能,CS303,专业核心课,英文,十三级制,3.0,"1-16周,星期五第5-6节 智华楼503机房-split-主任务：1-16周,星期三第3-4节 商学院101",45/0,计算机科学与工程系
